Employee_Index,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,DistanceFromHome,BusinessTravel,Education,EducationField,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsSinceLastPromotion,Actual_Attrition,Predicted_Attrition,Attrition_Probability,Risk_Level
205,26,Female,Single,Sales,Manufacturing Director,2,24260,1,0,1.0,1.0,1,Travel_Rarely,3,Marketing,4.0,3.0,1.0,1,4,22,0,3,0,1,1,0.97,Critical
2187,55,Male,Single,Research & Development,Human Resources,1,46800,19,8,24.0,6.0,19,Travel_Rarely,3,Technical Degree,3.0,1.0,2.0,4,3,14,3,0,3,1,1,0.97,Critical
1716,45,Male,Married,Research & Development,Research Director,3,34410,1,0,5.0,2.0,19,Travel_Frequently,4,Life Sciences,1.0,1.0,3.0,3,3,13,1,5,0,1,1,0.97,Critical
1675,26,Female,Single,Sales,Manufacturing Director,2,24260,1,0,1.0,1.0,1,Travel_Rarely,3,Marketing,4.0,3.0,1.0,1,4,22,0,3,0,1,1,0.97,Critical
1498,44,Male,Divorced,Research & Development,Research Scientist,2,103330,1,0,19.0,3.0,1,Travel_Frequently,2,Medical,3.0,4.0,1.0,2,3,14,1,2,0,1,1,0.97,Critical
904,35,Male,Married,Research & Development,Healthcare Representative,3,23210,13,0,15.0,9.0,2,Travel_Rarely,3,Life Sciences,1.0,4.0,3.0,3,3,12,1,0,6,1,1,0.97,Critical
1301,46,Female,Single,Sales,Research Scientist,2,97140,9,7,9.0,1.0,1,Travel_Rarely,2,Medical,4.0,3.0,3.0,3,4,22,0,0,4,1,1,0.97,Critical
1080,30,Female,Single,Sales,Sales Executive,2,49500,1,0,1.0,1.0,12,Travel_Rarely,4,Life Sciences,4.0,2.0,2.0,3,3,12,2,3,0,1,1,0.97,Critical
3125,22,Female,Single,Research & Development,Laboratory Technician,2,37850,2,2,4.0,5.0,7,Travel_Frequently,3,Medical,3.0,3.0,3.0,3,3,13,2,2,1,1,1,0.97,Critical
3255,26,Male,Single,Research & Development,Laboratory Technician,2,26130,4,2,6.0,6.0,15,Travel_Rarely,2,Life Sciences,1.0,4.0,2.0,3,3,19,1,2,1,1,1,0.97,Critical
3248,47,Male,Single,Research & Development,Research Director,1,27740,5,3,8.0,4.0,4,Travel_Frequently,3,Life Sciences,3.0,2.0,3.0,3,3,13,1,2,1,1,1,0.97,Critical
28,44,Male,Divorced,Research & Development,Research Scientist,2,103330,1,0,19.0,3.0,1,Travel_Frequently,2,Medical,3.0,4.0,1.0,2,3,14,1,2,0,1,1,0.97,Critical
1,31,Female,Single,Research & Development,Research Scientist,1,41890,5,4,6.0,0.0,10,Travel_Frequently,1,Life Sciences,2.0,3.0,4.0,2,4,23,1,3,1,1,1,0.97,Critical
955,23,Male,Divorced,Research & Development,Research Scientist,2,75250,3,2,3.0,1.0,12,Travel_Rarely,2,Medical,4.0,3.0,3.0,3,3,14,2,2,0,1,1,0.97,Critical
2968,44,Male,Divorced,Research & Development,Research Scientist,2,103330,1,0,19.0,3.0,1,Travel_Frequently,2,Medical,3.0,4.0,1.0,2,3,14,1,2,0,1,1,0.97,Critical
2941,31,Female,Single,Research & Development,Research Scientist,1,41890,5,4,6.0,0.0,10,Travel_Frequently,1,Life Sciences,2.0,3.0,4.0,2,4,23,1,3,1,1,1,0.97,Critical
59,52,Female,Married,Research & Development,Research Scientist,2,47740,8,7,11.0,2.0,7,Travel_Rarely,1,Life Sciences,2.0,3.0,2.0,3,3,18,1,2,7,1,1,0.97,Critical
2999,52,Female,Married,Research & Development,Research Scientist,2,47740,8,7,11.0,2.0,7,Travel_Rarely,1,Life Sciences,2.0,3.0,2.0,3,3,18,1,2,7,1,1,0.97,Critical
4241,46,Female,Single,Sales,Research Scientist,2,97140,9,7,9.0,1.0,1,Travel_Rarely,2,Medical,4.0,3.0,3.0,3,4,22,0,0,4,1,1,0.97,Critical
435,36,Male,Married,Research & Development,Sales Executive,3,22320,16,7,16.0,1.0,10,Travel_Rarely,3,Medical,4.0,3.0,3.0,3,3,12,1,2,3,1,1,0.97,Critical
1529,52,Female,Married,Research & Development,Research Scientist,2,47740,8,7,11.0,2.0,7,Travel_Rarely,1,Life Sciences,2.0,3.0,2.0,3,3,18,1,2,7,1,1,0.97,Critical
490,26,Female,Single,Research & Development,Manufacturing Director,1,135250,2,2,7.0,8.0,21,Non-Travel,1,Life Sciences,1.0,2.0,3.0,2,3,17,1,4,2,1,1,0.97,Critical
1778,47,Male,Single,Research & Development,Research Director,1,27740,5,3,8.0,4.0,4,Travel_Frequently,3,Life Sciences,3.0,2.0,3.0,3,3,13,1,2,1,1,1,0.97,Critical
4124,29,Male,Married,Research & Development,Sales Representative,2,29960,2,2,4.0,9.0,9,Travel_Rarely,4,Medical,4.0,1.0,4.0,3,4,25,0,4,2,1,1,0.97,Critical
1471,31,Female,Single,Research & Development,Research Scientist,1,41890,5,4,6.0,0.0,10,Travel_Frequently,1,Life Sciences,2.0,3.0,4.0,2,4,23,1,3,1,1,1,0.97,Critical
3375,36,Male,Married,Research & Development,Sales Executive,3,22320,16,7,16.0,1.0,10,Travel_Rarely,3,Medical,4.0,3.0,3.0,3,3,12,1,2,3,1,1,0.97,Critical
1655,22,Female,Single,Research & Development,Laboratory Technician,2,37850,2,2,4.0,5.0,7,Travel_Frequently,3,Medical,3.0,3.0,3.0,3,3,13,2,2,1,1,1,0.97,Critical
2771,46,Female,Single,Sales,Research Scientist,2,97140,9,7,9.0,1.0,1,Travel_Rarely,2,Medical,4.0,3.0,3.0,3,4,22,0,0,4,1,1,0.97,Critical
3430,26,Female,Single,Research & Development,Manufacturing Director,1,135250,2,2,7.0,8.0,21,Non-Travel,1,Life Sciences,1.0,2.0,3.0,2,3,17,1,4,2,1,1,0.97,Critical
4008,32,Male,Single,Research & Development,Laboratory Technician,2,27410,2,2,7.0,7.0,1,Travel_Rarely,1,Medical,2.0,3.0,2.0,3,3,11,0,3,2,1,1,0.97,Critical
3895,23,Male,Divorced,Research & Development,Research Scientist,2,75250,3,2,3.0,1.0,12,Travel_Rarely,2,Medical,4.0,3.0,3.0,3,3,14,2,2,0,1,1,0.97,Critical
778,31,Male,Married,Research & Development,Laboratory Technician,1,65000,2,2,7.0,6.0,7,Travel_Frequently,4,Life Sciences,4.0,2.0,1.0,3,4,23,1,5,2,1,1,0.97,Critical
2248,31,Male,Married,Research & Development,Laboratory Technician,1,65000,2,2,7.0,6.0,7,Travel_Frequently,4,Life Sciences,4.0,2.0,1.0,3,4,23,1,5,2,1,1,0.97,Critical
2009,26,Male,Divorced,Sales,Sales Executive,2,80950,1,0,1.0,1.0,8,Travel_Rarely,2,Marketing,3.0,1.0,2.0,4,3,15,0,3,0,1,1,0.97,Critical
2010,33,Male,Single,Research & Development,Manufacturing Director,4,29040,2,2,5.0,4.0,8,Travel_Rarely,2,Life Sciences,2.0,1.0,3.0,3,3,13,0,2,2,1,1,0.97,Critical
2374,35,Male,Married,Research & Development,Healthcare Representative,3,23210,13,0,15.0,9.0,2,Travel_Rarely,3,Life Sciences,1.0,4.0,3.0,3,3,12,1,0,6,1,1,0.97,Critical
613,24,Male,Married,Human Resources,Manufacturing Director,3,28860,1,0,1.0,1.0,28,Travel_Rarely,4,Human Resources,2.0,4.0,1.0,3,3,19,1,5,0,1,1,0.97,Critical
246,45,Male,Married,Research & Development,Research Director,3,34410,1,0,5.0,2.0,19,Travel_Frequently,4,Life Sciences,1.0,1.0,3.0,3,3,13,1,5,0,1,1,0.97,Critical
653,25,Male,Single,Research & Development,Manufacturing Director,1,109320,1,0,1.0,1.0,1,Travel_Frequently,1,Life Sciences,4.0,3.0,3.0,3,3,11,1,3,1,1,1,0.97,Critical
127,30,Male,Single,Sales,Research Scientist,3,11290,1,0,3.0,9.0,3,Travel_Frequently,2,Marketing,4.0,3.0,3.0,2,3,19,0,2,0,1,1,0.96,Critical
1692,30,Male,Married,Research & Development,Healthcare Representative,2,68250,1,0,1.0,1.0,9,Travel_Frequently,3,Other,1.0,2.0,4.0,3,3,14,0,2,0,1,1,0.96,Critical
3434,36,Male,Single,Sales,Sales Executive,4,54820,17,14,18.0,1.0,2,Travel_Rarely,4,Technical Degree,1.0,3.0,3.0,3,3,18,0,3,15,1,1,0.96,Critical
4015,46,Female,Married,Research & Development,Sales Representative,2,27430,8,7,14.0,5.0,4,Travel_Rarely,4,Medical,2.0,3.0,3.0,4,4,25,1,1,0,1,1,0.96,Critical
4061,27,Male,Married,Sales,Laboratory Technician,4,102310,1,0,1.0,1.0,8,Travel_Frequently,1,Life Sciences,2.0,1.0,3.0,3,3,13,1,2,0,1,1,0.96,Critical
4072,28,Female,Divorced,Sales,Sales Representative,2,171230,4,3,6.0,5.0,7,Travel_Rarely,5,Life Sciences,4.0,3.0,2.0,2,3,15,1,2,0,1,1,0.96,Critical
2899,29,Male,Single,Research & Development,Sales Executive,1,49780,6,5,7.0,0.0,2,Travel_Rarely,3,Life Sciences,3.0,3.0,2.0,2,3,13,0,3,1,1,1,0.96,Critical
474,30,Male,Single,Research & Development,Sales Executive,1,191440,3,2,4.0,0.0,8,Travel_Frequently,4,Medical,2.0,2.0,3.0,3,3,11,0,3,1,1,1,0.96,Critical
494,36,Male,Single,Sales,Sales Executive,4,54820,17,14,18.0,1.0,2,Travel_Rarely,4,Technical Degree,1.0,3.0,3.0,3,3,18,0,3,15,1,1,0.96,Critical
2859,19,Male,Single,Research & Development,Sales Executive,2,159720,1,0,1.0,1.0,8,Travel_Rarely,2,Life Sciences,4.0,2.0,2.0,3,4,21,0,2,1,1,1,0.96,Critical
3348,22,Female,Married,Research & Development,Laboratory Technician,1,124900,3,2,4.0,0.0,15,Travel_Rarely,4,Life Sciences,3.0,2.0,4.0,3,3,13,0,3,0,1,1,0.96,Critical
3414,30,Male,Single,Research & Development,Sales Executive,1,191440,3,2,4.0,0.0,8,Travel_Frequently,4,Medical,2.0,2.0,3.0,3,3,11,0,3,1,1,1,0.96,Critical
4120,23,Female,Married,Research & Development,Manufacturing Director,2,61790,1,0,1.0,1.0,2,Travel_Frequently,4,Life Sciences,1.0,4.0,2.0,3,3,11,0,3,1,1,1,0.96,Critical
78,29,Female,Married,Research & Development,Research Scientist,1,23070,7,7,7.0,1.0,29,Travel_Rarely,3,Medical,1.0,2.0,2.0,3,3,13,1,0,0,1,1,0.96,Critical
4329,19,Male,Single,Research & Development,Sales Executive,2,159720,1,0,1.0,1.0,8,Travel_Rarely,2,Life Sciences,4.0,2.0,2.0,3,4,21,0,2,1,1,1,0.96,Critical
4369,29,Male,Single,Research & Development,Sales Executive,1,49780,6,5,7.0,0.0,2,Travel_Rarely,3,Life Sciences,3.0,3.0,2.0,2,3,13,0,3,1,1,1,0.96,Critical
408,22,Female,Married,Research & Development,Laboratory Technician,1,124900,3,2,4.0,0.0,15,Travel_Rarely,4,Life Sciences,3.0,2.0,4.0,3,3,13,0,3,0,1,1,0.96,Critical
2975,26,Male,Single,Research & Development,Manager,2,157870,8,4,8.0,1.0,8,Travel_Rarely,3,Medical,4.0,4.0,3.0,3,3,12,2,5,7,1,1,0.96,Critical
3067,30,Male,Single,Sales,Research Scientist,3,11290,1,0,3.0,9.0,3,Travel_Frequently,2,Marketing,4.0,3.0,3.0,2,3,19,0,2,0,1,1,0.96,Critical
3018,29,Female,Married,Research & Development,Research Scientist,1,23070,7,7,7.0,1.0,29,Travel_Rarely,3,Medical,1.0,2.0,2.0,3,3,13,1,0,0,1,1,0.96,Critical
2978,18,Male,Single,Research & Development,Sales Executive,1,23350,0,0,0.0,1.0,1,Travel_Rarely,4,Life Sciences,3.0,3.0,3.0,2,3,14,2,3,0,1,1,0.96,Critical
1597,30,Male,Single,Sales,Research Scientist,3,11290,1,0,3.0,9.0,3,Travel_Frequently,2,Marketing,4.0,3.0,3.0,2,3,19,0,2,0,1,1,0.96,Critical
1429,29,Male,Single,Research & Development,Sales Executive,1,49780,6,5,7.0,0.0,2,Travel_Rarely,3,Life Sciences,3.0,3.0,2.0,2,3,13,0,3,1,1,1,0.96,Critical
1389,19,Male,Single,Research & Development,Sales Executive,2,159720,1,0,1.0,1.0,8,Travel_Rarely,2,Life Sciences,4.0,2.0,2.0,3,4,21,0,2,1,1,1,0.96,Critical
1548,29,Female,Married,Research & Development,Research Scientist,1,23070,7,7,7.0,1.0,29,Travel_Rarely,3,Medical,1.0,2.0,2.0,3,3,13,1,0,0,1,1,0.96,Critical
1505,26,Male,Single,Research & Development,Manager,2,157870,8,4,8.0,1.0,8,Travel_Rarely,3,Medical,4.0,4.0,3.0,3,3,12,2,5,7,1,1,0.96,Critical
1508,18,Male,Single,Research & Development,Sales Executive,1,23350,0,0,0.0,1.0,1,Travel_Rarely,4,Life Sciences,3.0,3.0,3.0,2,3,14,2,3,0,1,1,0.96,Critical
1726,33,Female,Single,Research & Development,Laboratory Technician,1,24060,10,7,10.0,1.0,15,Travel_Frequently,4,Medical,1.0,1.0,3.0,3,3,11,0,3,9,1,1,0.96,Critical
1964,36,Male,Single,Sales,Sales Executive,4,54820,17,14,18.0,1.0,2,Travel_Rarely,4,Technical Degree,1.0,3.0,3.0,3,3,18,0,3,15,1,1,0.96,Critical
1944,30,Male,Single,Research & Development,Sales Executive,1,191440,3,2,4.0,0.0,8,Travel_Frequently,4,Medical,2.0,2.0,3.0,3,3,11,0,3,1,1,1,0.96,Critical
1878,22,Female,Married,Research & Development,Laboratory Technician,1,124900,3,2,4.0,0.0,15,Travel_Rarely,4,Life Sciences,3.0,2.0,4.0,3,3,13,0,3,0,1,1,0.96,Critical
222,30,Male,Married,Research & Development,Healthcare Representative,2,68250,1,0,1.0,1.0,9,Travel_Frequently,3,Other,1.0,2.0,4.0,3,3,14,0,2,0,1,1,0.96,Critical
695,44,Male,Married,Sales,Laboratory Technician,1,63220,3,2,10.0,4.0,5,Travel_Rarely,3,Life Sciences,1.0,1.0,4.0,3,3,11,1,2,1,1,1,0.96,Critical
2233,25,Male,Married,Sales,Research Scientist,2,198590,3,2,6.0,3.0,16,Travel_Rarely,4,Life Sciences,1.0,1.0,3.0,2,3,19,0,3,2,1,1,0.96,Critical
2151,32,Female,Married,Research & Development,Sales Executive,1,96020,10,1,10.0,1.0,5,Travel_Rarely,3,Technical Degree,3.0,4.0,3.0,3,3,13,1,3,1,1,1,0.96,Critical
681,32,Female,Married,Research & Development,Sales Executive,1,96020,10,1,10.0,1.0,5,Travel_Rarely,3,Technical Degree,3.0,4.0,3.0,3,3,13,1,3,1,1,1,0.96,Critical
2650,23,Female,Married,Research & Development,Manufacturing Director,2,61790,1,0,1.0,1.0,2,Travel_Frequently,4,Life Sciences,1.0,4.0,2.0,3,3,11,0,3,1,1,1,0.96,Critical
2591,27,Male,Married,Sales,Laboratory Technician,4,102310,1,0,1.0,1.0,8,Travel_Frequently,1,Life Sciences,2.0,1.0,3.0,3,3,13,1,2,0,1,1,0.96,Critical
2144,29,Female,Divorced,Research & Development,Sales Representative,1,28860,7,7,10.0,3.0,29,Travel_Rarely,4,Technical Degree,3.0,2.0,3.0,3,3,13,0,4,7,1,1,0.96,Critical
2069,44,Male,Single,Human Resources,Sales Executive,3,45580,6,2,6.0,1.0,6,Travel_Rarely,2,Human Resources,3.0,3.0,3.0,1,3,13,1,2,0,1,1,0.96,Critical
763,25,Male,Married,Sales,Research Scientist,2,198590,3,2,6.0,3.0,16,Travel_Rarely,4,Life Sciences,1.0,1.0,3.0,2,3,19,0,3,2,1,1,0.96,Critical
674,29,Female,Divorced,Research & Development,Sales Representative,1,28860,7,7,10.0,3.0,29,Travel_Rarely,4,Technical Degree,3.0,2.0,3.0,3,3,13,0,4,7,1,1,0.96,Critical
2165,44,Male,Married,Sales,Laboratory Technician,1,63220,3,2,10.0,4.0,5,Travel_Rarely,3,Life Sciences,1.0,1.0,4.0,3,3,11,1,2,1,1,1,0.96,Critical
2602,28,Female,Divorced,Sales,Sales Representative,2,171230,4,3,6.0,5.0,7,Travel_Rarely,5,Life Sciences,4.0,3.0,2.0,2,3,15,1,2,0,1,1,0.96,Critical
599,44,Male,Single,Human Resources,Sales Executive,3,45580,6,2,6.0,1.0,6,Travel_Rarely,2,Human Resources,3.0,3.0,3.0,1,3,13,1,2,0,1,1,0.96,Critical
3635,44,Male,Married,Sales,Laboratory Technician,1,63220,3,2,10.0,4.0,5,Travel_Rarely,3,Life Sciences,1.0,1.0,4.0,3,3,11,1,2,1,1,1,0.96,Critical
2545,46,Female,Married,Research & Development,Sales Representative,2,27430,8,7,14.0,5.0,4,Travel_Rarely,4,Medical,2.0,3.0,3.0,4,4,25,1,1,0,1,1,0.96,Critical
3539,44,Male,Single,Human Resources,Sales Executive,3,45580,6,2,6.0,1.0,6,Travel_Rarely,2,Human Resources,3.0,3.0,3.0,1,3,13,1,2,0,1,1,0.96,Critical
3703,25,Male,Married,Sales,Research Scientist,2,198590,3,2,6.0,3.0,16,Travel_Rarely,4,Life Sciences,1.0,1.0,3.0,2,3,19,0,3,2,1,1,0.96,Critical
3621,32,Female,Married,Research & Development,Sales Executive,1,96020,10,1,10.0,1.0,5,Travel_Rarely,3,Technical Degree,3.0,4.0,3.0,3,3,13,1,3,1,1,1,0.96,Critical
256,33,Female,Single,Research & Development,Laboratory Technician,1,24060,10,7,10.0,1.0,15,Travel_Frequently,4,Medical,1.0,1.0,3.0,3,3,11,0,3,9,1,1,0.96,Critical
3614,29,Female,Divorced,Research & Development,Sales Representative,1,28860,7,7,10.0,3.0,29,Travel_Rarely,4,Technical Degree,3.0,2.0,3.0,3,3,13,0,4,7,1,1,0.96,Critical
3196,33,Female,Single,Research & Development,Laboratory Technician,1,24060,10,7,10.0,1.0,15,Travel_Frequently,4,Medical,1.0,1.0,3.0,3,3,11,0,3,9,1,1,0.96,Critical
1075,46,Female,Married,Research & Development,Sales Representative,2,27430,8,7,14.0,5.0,4,Travel_Rarely,4,Medical,2.0,3.0,3.0,4,4,25,1,1,0,1,1,0.96,Critical
1180,23,Female,Married,Research & Development,Manufacturing Director,2,61790,1,0,1.0,1.0,2,Travel_Frequently,4,Life Sciences,1.0,4.0,2.0,3,3,11,0,3,1,1,1,0.96,Critical
3162,30,Male,Married,Research & Development,Healthcare Representative,2,68250,1,0,1.0,1.0,9,Travel_Frequently,3,Other,1.0,2.0,4.0,3,3,14,0,2,0,1,1,0.96,Critical
35,26,Male,Single,Research & Development,Manager,2,157870,8,4,8.0,1.0,8,Travel_Rarely,3,Medical,4.0,4.0,3.0,3,3,12,2,5,7,1,1,0.96,Critical
38,18,Male,Single,Research & Development,Sales Executive,1,23350,0,0,0.0,1.0,1,Travel_Rarely,4,Life Sciences,3.0,3.0,3.0,2,3,14,2,3,0,1,1,0.96,Critical
1132,28,Female,Divorced,Sales,Sales Representative,2,171230,4,3,6.0,5.0,7,Travel_Rarely,5,Life Sciences,4.0,3.0,2.0,2,3,15,1,2,0,1,1,0.96,Critical
1121,27,Male,Married,Sales,Laboratory Technician,4,102310,1,0,1.0,1.0,8,Travel_Frequently,1,Life Sciences,2.0,1.0,3.0,3,3,13,1,2,0,1,1,0.96,Critical
4279,19,Male,Single,Research & Development,Manager,1,53320,0,0,0.0,1.0,5,Travel_Rarely,2,Life Sciences,3.0,4.0,2.0,3,4,23,1,2,0,1,1,0.95,Critical
4284,31,Female,Married,Research & Development,Sales Executive,2,40660,2,2,4.0,3.0,15,Travel_Rarely,1,Medical,3.0,2.0,3.0,2,4,22,0,2,2,1,1,0.95,Critical
1138,53,Male,Single,Research & Development,Research Scientist,1,34230,2,2,15.0,6.0,18,Travel_Rarely,3,Medical,1.0,1.0,2.0,3,3,15,1,4,2,1,1,0.95,Critical
3139,18,Male,Single,Research & Development,Sales Executive,1,34680,0,0,0.0,1.0,2,Travel_Frequently,3,Technical Degree,2.0,2.0,3.0,4,3,18,2,4,0,1,1,0.95,Critical
1033,37,Male,Single,Research & Development,Laboratory Technician,1,137580,10,8,10.0,1.0,24,Travel_Rarely,3,Life Sciences,1.0,4.0,1.0,3,3,11,1,5,0,1,1,0.95,Critical
3610,44,Female,Married,Research & Development,Laboratory Technician,2,62720,10,5,10.0,1.0,21,Travel_Rarely,4,Life Sciences,4.0,1.0,3.0,3,3,19,1,3,0,1,1,0.95,Critical
1095,34,Female,Married,Research & Development,Sales Representative,1,36920,5,0,5.0,1.0,27,Non-Travel,2,Life Sciences,1.0,4.0,3.0,3,3,12,1,5,3,1,1,0.95,Critical
2474,43,Male,Married,Research & Development,Sales Executive,3,76550,1,0,6.0,9.0,1,Travel_Frequently,4,Other,3.0,3.0,3.0,3,3,12,1,3,0,1,1,0.95,Critical
2467,33,Male,Single,Research & Development,Sales Executive,1,43020,0,0,11.0,2.0,10,Travel_Rarely,3,Life Sciences,1.0,1.0,2.0,1,3,13,0,3,0,1,1,0.95,Critical
688,40,Male,Single,Sales,Laboratory Technician,1,59850,5,0,9.0,2.0,8,Travel_Rarely,1,Other,2.0,4.0,3.0,2,3,13,3,1,1,1,1,0.95,Critical
2244,39,Male,Single,Research & Development,Manufacturing Director,2,43810,1,0,11.0,2.0,2,Non-Travel,4,Medical,1.0,1.0,4.0,2,3,15,2,1,0,1,1,0.95,Critical
2503,37,Male,Single,Research & Development,Laboratory Technician,1,137580,10,8,10.0,1.0,24,Travel_Rarely,3,Life Sciences,1.0,4.0,1.0,3,3,11,1,5,0,1,1,0.95,Critical
3628,40,Male,Single,Sales,Laboratory Technician,1,59850,5,0,9.0,2.0,8,Travel_Rarely,1,Other,2.0,4.0,3.0,2,3,13,3,1,1,1,1,0.95,Critical
2565,34,Female,Married,Research & Development,Sales Representative,1,36920,5,0,5.0,1.0,27,Non-Travel,2,Life Sciences,1.0,4.0,3.0,3,3,12,1,5,3,1,1,0.95,Critical
570,18,Male,Single,Research & Development,Laboratory Technician,3,109650,0,0,0.0,1.0,2,Non-Travel,4,Medical,3.0,3.0,3.0,4,3,18,0,5,0,1,1,0.95,Critical
156,24,Male,Single,Research & Development,Research Scientist,1,104220,5,4,6.0,1.0,27,Travel_Rarely,2,Medical,2.0,1.0,3.0,2,3,17,1,0,1,1,1,0.95,Critical
147,25,Female,Married,Research & Development,Laboratory Technician,3,26600,2,2,6.0,5.0,5,Travel_Rarely,2,Life Sciences,1.0,1.0,3.0,3,3,13,0,3,0,1,1,0.95,Critical
3973,37,Male,Single,Research & Development,Laboratory Technician,1,137580,10,8,10.0,1.0,24,Travel_Rarely,3,Life Sciences,1.0,4.0,1.0,3,3,11,1,5,0,1,1,0.95,Critical
3510,18,Male,Single,Research & Development,Laboratory Technician,3,109650,0,0,0.0,1.0,2,Non-Travel,4,Medical,3.0,3.0,3.0,4,3,18,0,5,0,1,1,0.95,Critical
2140,44,Female,Married,Research & Development,Laboratory Technician,2,62720,10,5,10.0,1.0,21,Travel_Rarely,4,Life Sciences,4.0,1.0,3.0,3,3,19,1,3,0,1,1,0.95,Critical
2608,53,Male,Single,Research & Development,Research Scientist,1,34230,2,2,15.0,6.0,18,Travel_Rarely,3,Medical,1.0,1.0,2.0,3,3,15,1,4,2,1,1,0.95,Critical
2158,40,Male,Single,Sales,Laboratory Technician,1,59850,5,0,9.0,2.0,8,Travel_Rarely,1,Other,2.0,4.0,3.0,2,3,13,3,1,1,1,1,0.95,Critical
199,18,Male,Single,Research & Development,Sales Executive,1,34680,0,0,0.0,1.0,2,Travel_Frequently,3,Technical Degree,2.0,2.0,3.0,4,3,18,2,4,0,1,1,0.95,Critical
3714,39,Male,Single,Research & Development,Manufacturing Director,2,43810,1,0,11.0,2.0,2,Non-Travel,4,Medical,1.0,1.0,4.0,2,3,15,2,1,0,1,1,0.95,Critical
670,44,Female,Married,Research & Development,Laboratory Technician,2,62720,10,5,10.0,1.0,21,Travel_Rarely,4,Life Sciences,4.0,1.0,3.0,3,3,19,1,3,0,1,1,0.95,Critical
3944,43,Male,Married,Research & Development,Sales Executive,3,76550,1,0,6.0,9.0,1,Travel_Frequently,4,Other,3.0,3.0,3.0,3,3,12,1,3,0,1,1,0.95,Critical
2716,24,Male,Married,Human Resources,Sales Executive,3,47680,2,0,6.0,2.0,2,Travel_Rarely,5,Human Resources,4.0,2.0,2.0,2,3,11,1,2,2,1,1,0.95,Critical
157,34,Male,Divorced,Research & Development,Research Scientist,2,137440,2,0,3.0,0.0,5,Travel_Frequently,3,Medical,3.0,4.0,2.0,3,4,20,1,3,1,1,1,0.95,Critical
774,39,Male,Single,Research & Development,Manufacturing Director,2,43810,1,0,11.0,2.0,2,Non-Travel,4,Medical,1.0,1.0,4.0,2,3,15,2,1,0,1,1,0.95,Critical
2708,32,Female,Single,Research & Development,Manufacturing Director,2,165980,10,7,10.0,1.0,10,Travel_Frequently,3,Medical,1.0,2.0,3.0,3,3,13,0,2,6,1,1,0.95,Critical
2040,18,Male,Single,Research & Development,Laboratory Technician,3,109650,0,0,0.0,1.0,2,Non-Travel,4,Medical,3.0,3.0,3.0,4,3,18,0,5,0,1,1,0.95,Critical
310,55,Male,Married,Human Resources,Laboratory Technician,4,74280,5,4,24.0,5.0,7,Travel_Rarely,3,Human Resources,1.0,4.0,3.0,3,3,12,0,2,1,1,1,0.95,Critical
340,28,Female,Single,Research & Development,Sales Executive,2,32040,2,1,5.0,6.0,19,Travel_Rarely,4,Medical,3.0,3.0,2.0,2,3,16,1,4,2,1,1,0.95,Critical
997,33,Male,Single,Research & Development,Sales Executive,1,43020,0,0,11.0,2.0,10,Travel_Rarely,3,Life Sciences,1.0,1.0,2.0,1,3,13,0,3,0,1,1,0.95,Critical
3052,21,Male,Single,Human Resources,Laboratory Technician,1,53730,1,0,1.0,1.0,10,Travel_Rarely,2,Human Resources,2.0,3.0,3.0,3,3,12,1,2,0,1,1,0.95,Critical
3096,24,Male,Single,Research & Development,Research Scientist,1,104220,5,4,6.0,1.0,27,Travel_Rarely,2,Medical,2.0,1.0,3.0,2,3,17,1,0,1,1,1,0.95,Critical
3087,25,Female,Married,Research & Development,Laboratory Technician,3,26600,2,2,6.0,5.0,5,Travel_Rarely,2,Life Sciences,1.0,1.0,3.0,3,3,13,0,3,0,1,1,0.95,Critical
1626,24,Male,Single,Research & Development,Research Scientist,1,104220,5,4,6.0,1.0,27,Travel_Rarely,2,Medical,2.0,1.0,3.0,2,3,17,1,0,1,1,1,0.95,Critical
1462,37,Male,Divorced,Sales,Laboratory Technician,1,40010,1,0,17.0,6.0,2,Travel_Frequently,3,Marketing,3.0,1.0,3.0,3,3,11,1,2,0,1,1,0.95,Critical
1669,18,Male,Single,Research & Development,Sales Executive,1,34680,0,0,0.0,1.0,2,Travel_Frequently,3,Technical Degree,2.0,2.0,3.0,4,3,18,2,4,0,1,1,0.95,Critical
1582,21,Male,Single,Human Resources,Laboratory Technician,1,53730,1,0,1.0,1.0,10,Travel_Rarely,2,Human Resources,2.0,3.0,3.0,3,3,12,1,2,0,1,1,0.95,Critical
3937,33,Male,Single,Research & Development,Sales Executive,1,43020,0,0,11.0,2.0,10,Travel_Rarely,3,Life Sciences,1.0,1.0,2.0,1,3,13,0,3,0,1,1,0.95,Critical
3391,31,Male,Single,Research & Development,Research Scientist,2,25930,3,2,4.0,0.0,28,Non-Travel,4,Medical,1.0,3.0,3.0,3,4,21,0,2,1,1,1,0.95,Critical
2932,37,Male,Divorced,Sales,Laboratory Technician,1,40010,1,0,17.0,6.0,2,Travel_Frequently,3,Marketing,3.0,1.0,3.0,3,3,11,1,2,0,1,1,0.95,Critical
